State,Condition,Measure ID,Measure Name,Score,Footnote,Start Date,End Date
GU,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),Not Available,5,7/1/2021,6/30/2022
GU,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,Not Available,5,7/1/2021,6/30/2022
GU,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),Not Available,5,7/1/2021,6/30/2022
GU,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),Not Available,5,7/1/2021,6/30/2022
GU,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),Not Available,5,7/1/2021,6/30/2022
GU,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),Not Available,5,7/1/2021,6/30/2022
GU,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,Not Available,5,7/1/2021,6/30/2022
GU,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,Not Available,5,1/1/2021,12/31/2021
GU,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,Not Available,5,7/1/2021,6/30/2022
GU,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,Not Available,5,1/1/2021,12/31/2021
GU,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,1/1/2021,12/31/2021
GU,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,Not Available,5,7/1/2021,6/30/2022
GU,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,Not Available,5,7/1/2021,6/30/2022
GU,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,Not Available,5,7/1/2021,6/30/2022
GU,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,Not Available,5,7/1/2021,6/30/2022
GU,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,Not Available,5,7/1/2021,6/30/2022
GU,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,Not Available,5,7/1/2021,6/30/2022
HI,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,95.2,,4/1/2022,6/30/2022
HI,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,75,,10/1/2021,3/31/2022
HI,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,118,"25, 26",7/1/2021,6/30/2022
HI,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),156,"25, 26",7/1/2021,6/30/2022
HI,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),103,"25, 26",7/1/2021,6/30/2022
HI,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),149,"25, 26",7/1/2021,6/30/2022
HI,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),176,"25, 26",7/1/2021,6/30/2022
HI,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,161,25,7/1/2021,6/30/2022
HI,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),164,25,7/1/2021,6/30/2022
HI,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),156,25,7/1/2021,6/30/2022
HI,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),132,25,7/1/2021,6/30/2022
HI,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),366,25,7/1/2021,6/30/2022
HI,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,61,26,7/1/2021,6/30/2022
HI,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1,"25, 26",1/1/2021,12/31/2021
HI,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,78,25,7/1/2021,6/30/2022
HI,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,95,"25, 26",1/1/2021,12/31/2021
HI,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,1/1/2021,12/31/2021
HI,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,137,26,7/1/2021,6/30/2022
HI,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,71,"25, 26",7/1/2021,6/30/2022
HI,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,75,"25, 26",7/1/2021,6/30/2022
HI,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,88,"25, 26",7/1/2021,6/30/2022
HI,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,88,"25, 26",7/1/2021,6/30/2022
HI,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,93,"25, 26",7/1/2021,6/30/2022
IA,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,91.1,,4/1/2022,6/30/2022
IA,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,90,,10/1/2021,3/31/2022
IA,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,119,"25, 26",7/1/2021,6/30/2022
IA,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),176,"25, 26",7/1/2021,6/30/2022
IA,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),115,"25, 26",7/1/2021,6/30/2022
IA,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),158,"25, 26",7/1/2021,6/30/2022
IA,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),204,"25, 26",7/1/2021,6/30/2022
IA,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,202,25,7/1/2021,6/30/2022
IA,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),234,25,7/1/2021,6/30/2022
IA,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),202,25,7/1/2021,6/30/2022
IA,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),205,25,7/1/2021,6/30/2022
IA,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),336,25,7/1/2021,6/30/2022
IA,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,31,26,7/1/2021,6/30/2022
IA,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3,"25, 26",1/1/2021,12/31/2021
IA,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,68,25,7/1/2021,6/30/2022
IA,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,94,"25, 26",1/1/2021,12/31/2021
IA,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,100,,1/1/2021,12/31/2021
IA,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,77,26,7/1/2021,6/30/2022
IA,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,55,"25, 26",7/1/2021,6/30/2022
IA,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,62,"25, 26",7/1/2021,6/30/2022
IA,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,78,"25, 26",7/1/2021,6/30/2022
IA,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,78,"25, 26",7/1/2021,6/30/2022
IA,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,86,"25, 26",7/1/2021,6/30/2022
ID,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,85.9,,4/1/2022,6/30/2022
ID,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,82,,10/1/2021,3/31/2022
ID,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,123,"25, 26",7/1/2021,6/30/2022
ID,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),213,"25, 26",7/1/2021,6/30/2022
ID,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),127,"25, 26",7/1/2021,6/30/2022
ID,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),131,"25, 26",7/1/2021,6/30/2022
ID,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),119,"25, 26",7/1/2021,6/30/2022
ID,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,202,25,7/1/2021,6/30/2022
ID,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),305,25,7/1/2021,6/30/2022
ID,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),196,25,7/1/2021,6/30/2022
ID,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),186,25,7/1/2021,6/30/2022
ID,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),251,25,7/1/2021,6/30/2022
ID,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,47,26,7/1/2021,6/30/2022
ID,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1,"25, 26",1/1/2021,12/31/2021
ID,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,64,25,7/1/2021,6/30/2022
ID,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,97,"25, 26",1/1/2021,12/31/2021
ID,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,1/1/2021,12/31/2021
ID,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,60,26,7/1/2021,6/30/2022
ID,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,59,"25, 26",7/1/2021,6/30/2022
ID,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,68,"25, 26",7/1/2021,6/30/2022
ID,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,82,"25, 26",7/1/2021,6/30/2022
ID,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,80,"25, 26",7/1/2021,6/30/2022
ID,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,88,"25, 26",7/1/2021,6/30/2022
IL,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,93.5,,4/1/2022,6/30/2022
IL,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,90,,10/1/2021,3/31/2022
IL,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,172,"25, 26",7/1/2021,6/30/2022
IL,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),213,"25, 26",7/1/2021,6/30/2022
IL,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),138,"25, 26",7/1/2021,6/30/2022
IL,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),182,"25, 26",7/1/2021,6/30/2022
IL,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),236,"25, 26",7/1/2021,6/30/2022
IL,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,311,25,7/1/2021,6/30/2022
IL,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),388,25,7/1/2021,6/30/2022
IL,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),286,25,7/1/2021,6/30/2022
IL,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),292,25,7/1/2021,6/30/2022
IL,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),399,25,7/1/2021,6/30/2022
IL,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,57,26,7/1/2021,6/30/2022
IL,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,4,"25, 26",1/1/2021,12/31/2021
IL,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,74,25,7/1/2021,6/30/2022
IL,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,94,"25, 26",1/1/2021,12/31/2021
IL,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,83,,1/1/2021,12/31/2021
IL,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,60,26,7/1/2021,6/30/2022
IL,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,57,"25, 26",7/1/2021,6/30/2022
IL,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,65,"25, 26",7/1/2021,6/30/2022
IL,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,83,"25, 26",7/1/2021,6/30/2022
IL,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,78,"25, 26",7/1/2021,6/30/2022
IL,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,90,"25, 26",7/1/2021,6/30/2022
IN,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,77.8,,4/1/2022,6/30/2022
IN,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,80,,10/1/2021,3/31/2022
IN,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,141,"25, 26",7/1/2021,6/30/2022
IN,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),191,"25, 26",7/1/2021,6/30/2022
IN,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),131,"25, 26",7/1/2021,6/30/2022
IN,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),159,"25, 26",7/1/2021,6/30/2022
IN,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),131,"25, 26",7/1/2021,6/30/2022
IN,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,213,25,7/1/2021,6/30/2022
IN,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),322,25,7/1/2021,6/30/2022
IN,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),201,25,7/1/2021,6/30/2022
IN,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),236,25,7/1/2021,6/30/2022
IN,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),173,25,7/1/2021,6/30/2022
IN,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,30,26,7/1/2021,6/30/2022
IN,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",1/1/2021,12/31/2021
IN,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,77,25,7/1/2021,6/30/2022
IN,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,94,"25, 26",1/1/2021,12/31/2021
IN,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,1/1/2021,12/31/2021
IN,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,49,26,7/1/2021,6/30/2022
IN,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,50,"25, 26",7/1/2021,6/30/2022
IN,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,59,"25, 26",7/1/2021,6/30/2022
IN,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,75,"25, 26",7/1/2021,6/30/2022
IN,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,77,"25, 26",7/1/2021,6/30/2022
IN,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,84,"25, 26",7/1/2021,6/30/2022
KS,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,89.5,,4/1/2022,6/30/2022
KS,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,83,,10/1/2021,3/31/2022
KS,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,123,"25, 26",7/1/2021,6/30/2022
KS,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),132,"25, 26",7/1/2021,6/30/2022
KS,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),121,"25, 26",7/1/2021,6/30/2022
KS,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),160,"25, 26",7/1/2021,6/30/2022
KS,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),183,"25, 26",7/1/2021,6/30/2022
KS,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,193,25,7/1/2021,6/30/2022
KS,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),157,25,7/1/2021,6/30/2022
KS,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),189,25,7/1/2021,6/30/2022
KS,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),236,25,7/1/2021,6/30/2022
KS,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),278,25,7/1/2021,6/30/2022
KS,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,44,26,7/1/2021,6/30/2022
KS,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3,"25, 26",1/1/2021,12/31/2021
KS,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,72,25,7/1/2021,6/30/2022
KS,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,90,"25, 26",1/1/2021,12/31/2021
KS,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,1/1/2021,12/31/2021
KS,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,71,26,7/1/2021,6/30/2022
KS,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,55,"25, 26",7/1/2021,6/30/2022
KS,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,56,"25, 26",7/1/2021,6/30/2022
KS,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,75,"25, 26",7/1/2021,6/30/2022
KS,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,77,"25, 26",7/1/2021,6/30/2022
KS,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,87,"25, 26",7/1/2021,6/30/2022
KY,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,87.4,,4/1/2022,6/30/2022
KY,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,86,,10/1/2021,3/31/2022
KY,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,151,"25, 26",7/1/2021,6/30/2022
KY,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),221,"25, 26",7/1/2021,6/30/2022
KY,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),130,"25, 26",7/1/2021,6/30/2022
KY,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),166,"25, 26",7/1/2021,6/30/2022
KY,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),187,"25, 26",7/1/2021,6/30/2022
KY,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,212,25,7/1/2021,6/30/2022
KY,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),294,25,7/1/2021,6/30/2022
KY,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),175,25,7/1/2021,6/30/2022
KY,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),235,25,7/1/2021,6/30/2022
KY,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),226,25,7/1/2021,6/30/2022
KY,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,66,26,7/1/2021,6/30/2022
KY,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3,"25, 26",1/1/2021,12/31/2021
KY,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,68,25,7/1/2021,6/30/2022
KY,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,87,"25, 26",1/1/2021,12/31/2021
KY,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,100,,1/1/2021,12/31/2021
KY,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,63,26,7/1/2021,6/30/2022
KY,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,54,"25, 26",7/1/2021,6/30/2022
